concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,Heb je gehoest?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q31,2021-11-16,2099-12-31,
0,Heb je bloed opgehoest?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q32,2021-11-16,2099-12-31,
0,Ben je buiten adem geweest bij het rusten?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q33,2021-11-16,2099-12-31,
0,Ben je buiten adem geweest bij het wandelen?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q34,2021-11-16,2099-12-31,
0,Ben je buiten adem geweest bij het oplopen van trappen?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q35,2021-11-16,2099-12-31,
0,Heb je een pijnlijke mond of tong gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q36,2021-11-16,2099-12-31,
0,Heb je problemen gehad met slikken?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q37,2021-11-16,2099-12-31,
0,Heb je tintelende handen of voeten gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q38,2021-11-16,2099-12-31,
0,Heb je haaruitval gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q39,2021-11-16,2099-12-31,
0,Heb je pijn op de borst gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q40,2021-11-16,2099-12-31,
0,Heb je pijn in jouw arm of schouder gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q41,2021-11-16,2099-12-31,
0,Heb je pijn in andere delen van jouw lichaam gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q42,2021-11-16,2099-12-31,
0,Heb je allergische reacties gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q43,2021-11-16,2099-12-31,
0,Heb je branderige of pijnlijke ogen gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q44,2021-11-16,2099-12-31,
0,Ben je duizelig geweest?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q45,2021-11-16,2099-12-31,
0,Heb je splijtende vingernagels of teennagels gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q46,2021-11-16,2099-12-31,
0,"Heb je huidproblemen gehad (bijv. jeukerig, droog)?",Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q47,2021-11-16,2099-12-31,
0,Heb je problemen gehad met spreken?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q48,2021-11-16,2099-12-31,
0,Ben je bang geweest voor progressie van jouw tumor?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q49,2021-11-16,2099-12-31,
0,Heb je dun of futloos haar gehad als gevolg van jouw ziekte of jouw behandeling?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q50,2021-11-16,2099-12-31,
0,Heb je jezelf zorgen gemaakt over je gezondheid in de toekomst?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q51,2021-11-16,2099-12-31,
0,Heb je een droge hoest gehad?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q52,2021-11-16,2099-12-31,
0,Heb je gemerkt dat je lichamelijk minder aankunt?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q53,2021-11-16,2099-12-31,
0,Was gewichtsverlies een probleem voor je?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q54,2021-11-16,2099-12-31,
0,Heb je pijn gehad aan het geopereerde gebied?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q55,2021-11-16,2099-12-31,
0,Is het gebied van de wond overgevoelig geweest?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q56,2021-11-16,2099-12-31,
0,Heeft de omvang van de operatie jouw functioneren beperkt?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q57,2021-11-16,2099-12-31,
0,Heb je moeite gehad om jouw arm of schouder aan de kant van de operatie aan de borstkas te gebruiken?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q58,2021-11-16,2099-12-31,
0,Heeft jouw littekenpijn je gehinderd bij jouw dagelijkse bezigheden?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_EORTC_QLQ_LC29_Q59,2021-11-16,2099-12-31,
0,Heb je reeds een operatie ondergaan voor longkanker?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_LUNGCANCER_SURGERY_BOOL,2021-11-16,2099-12-31,
0,OTHER SYMPTOMS,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_OTHER_SYMPTOMS,2021-11-16,2099-12-31,
0,Heb je gedurende de afgelopen week symptomen of problemen gehad die niet worden genoemd in deze vragenlijst maar die voor jou wel relevant waren?,Observation,vragen_EORTC_QLQ_LC29,Staging / Scales,,AWELL_OTHER_SYMPTOMS_BOOL,2021-11-16,2099-12-31,
