concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,Hebt u in de laatste 7 dagen koorts gehad (meer dan 38°)?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_fever_last_7_days,1970-01-01,2099-12-31,
0,"Bij eventuele klachten zal het zorgteam u contacteren. Indien u dit <u>niet wenst</u>, gelieve dit aan te geven",Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_if_checked_care_team_is_not_allowed_to_contact_me,1970-01-01,2099-12-31,
0,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_10_vomiting_frequency,1970-01-01,2099-12-31,
0,Hoe ERG was uw BRAKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_10_vomiting_severity,1970-01-01,2099-12-31,
0,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_15_constipation_severity,1970-01-01,2099-12-31,
0,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_16_diarrhea_frequency,1970-01-01,2099-12-31,
0,In welke mate heeft uw KORTADEMIGHEID uw gebruikelijke of dagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_19_shortness_of_breath_impact,1970-01-01,2099-12-31,
0,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_19_shortness_of_breath_severity,1970-01-01,2099-12-31,
0,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_20_cough_impact,1970-01-01,2099-12-31,
0,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_20_cough_severity,1970-01-01,2099-12-31,
0,Hebt u enige vorm van HUIDUITSLAG gehad in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire_PROCTCAE,Staging / Scales,,AWELL_PR_proctcae_24_rash_boolean,1970-01-01,2099-12-31,
