concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,"Bij eventuele klachten zal het zorgteam u contacteren. Indien u dit <u>niet wenst</u>, gelieve dit aan te geven",Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_if_checked_care_team_is_not_allowed_to_contact_me,2021-11-09,2099-12-31,
0,De palliatief verpleegkundige kan u helpen met uw vragen hierover. Wenst u bij uw volgende afspraak een gesprek met de palliatief verpleegkundigen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_wants_contact_palliative_nurse,2021-11-09,2099-12-31,
0,Hebt u enige vorm van HUIDUITSLAG gehad in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_has_skin_rash,2021-11-09,2099-12-31,
0,Hebt u in de laatste 7 dagen koorts gehad (meer dan 38°)?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_fever_last_7_days,2021-11-09,2099-12-31,
0,"Heeft u vragen of zorgen over het levenseinde, palliatieve zorgen,...?",Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_questions_about_palliative_care,2021-11-09,2099-12-31,
0,"Heeft u vragen over de zin en betekenis van wat u overkomt, heeft u nood aan een pastoraal bezoek of een gesprek dat past bij uw levensbeschouwing?",Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_questions_about_religion,2021-11-09,2099-12-31,
0,Hoe ERG waren de ZWEERTJES IN UW MOND OF KEEL (AFTEN) op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_mouth_ulceration_severity,2021-11-09,2099-12-31,
0,Hoe ERG waren uw VERDRIETIGE OF ONGELUKKIGE GEVOELENS op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_sad_or_unhappy_severity,2021-11-09,2099-12-31,
0,Hoe ERG was het GEVOEL DAT NIETS U KON OPVROLIJKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_nothing_can_cheer_me_up_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw ANGST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_anxious_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw BRAKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_vomiting_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_coughing_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_dyspnea_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw MISSELIJKHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_nausea_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_pain_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_fatigue_severity,2021-11-09,2099-12-31,
0,Hoe ERG was uw VERSTOPPING op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_constipation_severity,2021-11-09,2099-12-31,
0,Hoe VAAK bent u ANGSTIG geweest in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_anxious_freq,2021-11-09,2099-12-31,
0,Hoe VAAK bent u MISSELIJK geweest in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_nausea_freq,2021-11-09,2099-12-31,
0,Hoe VAAK hebt u DUNNE OF WATERIGE STOELGANG (DIARREE) gehad in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_diarrhea_freq,2021-11-09,2099-12-31,
0,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_vomiting_freq,2021-11-09,2099-12-31,
0,Hoe VAAK hebt u GEVOELD DAT NIETS U KON OPVROLIJKEN in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_nothing_can_cheer_me_up_freq,2021-11-09,2099-12-31,
0,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_pain_freq,2021-11-09,2099-12-31,
0,Hoe VAAK hebt u zich VERDRIETIG OF ONGELUKKIG GEVOELD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_sad_or_unhappy_freq,2021-11-09,2099-12-31,
0,In welke mate hebben de ZWEERTJES IN UW MOND OF KEEL (AFTEN) uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_mouth_ulceration_impact,2021-11-09,2099-12-31,
0,In welke mate heeft ANGST uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_anxious_impact,2021-11-09,2099-12-31,
0,In welke mate heeft het GEVOEL DAT NIETS U KON OPVROLIJKEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_nothing_can_cheer_me_up_impact,2021-11-09,2099-12-31,
0,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_coughing_impact,2021-11-09,2099-12-31,
0,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,Observation,vragen_weekly_questionnaire,Staging / Scales,,AWELL_pain_impact,2021-11-09,2099-12-31,
